,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_core
JM SS,2017-08-29,2017-08-30,2017-08-29,2017-08-30,JM SS,JM AB,117.68,3.8,245.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2182.45,2.448979616,4.081632614,2182.45,8.09460816406881,['SEB'],251.9497,262.9,-0.06808672499049062,0.028366122448979514,False
LCL LN,2017-08-08,2017-08-09,2017-08-08,2017-08-09,LCL LN,Ladbrokes Coral Group Ltd,144.295,90.0,123.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",3069.91,-1.538461566,-2.753036499,3069.91,14.765505814075299,['Morgan Stanley'],121.8246,128.1,-0.03590944574551125,-0.01356599190283403,True
FORN SW,2017-08-07,2017-08-08,2017-08-07,2017-08-08,FORN SW,Forbo Holding AG,93.8463,0.063,1450.0,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild",2677.2,1.862069011,1.448275805,2677.2,5.858065324853954,['Credit Suisse'],1488.3135,1483.0,-0.022252191503708718,0.02642310344827581,False
SPR GR,2017-08-03,2017-08-04,2017-08-03,2017-08-04,SPR GR,Axel Springer SE,144.25,2.23,54.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",6979.3,0.2752293646,-0.770642221,6979.3,11.794753459847232,['Bank of America Merrill Lynch'],54.5033,54.903,-0.007340218203012561,6.055045871566911e-05,True
MTRO LN,2017-07-25,2017-07-28,2017-07-25,2017-07-28,MTRO LN,Metro Bank PLC,362.317,8.02,3465.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3997.54,7.619047642,4.531024456,3997.54,4.837364295634461,"['Jefferies', 'Stifel', 'RBC Capital Markets']",3717.7001,3465.0,0.0,0.07292932178932188,False
DIREN FP,2017-07-11,2017-07-17,2017-07-11,2017-07-17,DIREN FP,Direct Energie,148.722,2.6263,49.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",2518.73,3.333333254,1.434343457,2518.73,2.172829338409428,['BNP Paribas'],51.2978,53.38,-0.07268639940052457,0.03631919191919186,False
HLAG GR,2017-07-10,2017-07-11,2017-07-10,2017-07-11,HLAG GR,Hapag-Lloyd AG,286.259,8.515,29.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",5536.12,10.66101742,10.69491482,5536.12,2.637519616519729,['Joh Berenberg Gossler & Co KG'],31.6927,29.191,0.010585454420883211,0.07432881355932208,False
ULE LN,2017-07-07,2017-07-11,2017-07-07,2017-07-11,ULE LN,Ultra Electronics Holdings PLC,177.094,7.0472,1950.0,"ADDL,Primary Share Offering,REG S,Rule 144A",1952.73,5.025640965,4.512820721,1952.73,7.291227241175697,['Investec'],2038.4568,2038.0,-0.04317958783120701,0.045362461538461574,False
DEZ GR,2017-07-06,2017-07-07,2017-07-06,2017-07-07,DEZ GR,Deutz AG,224.521,30.2466,6.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",896.216,-0.1538461596,0.4769230783,896.216,2.6518814922610763,['Deutsche Bank'],6.4665,6.63,-0.019607843137254832,-0.0051538461538461755,False
ESP LN,2017-07-04,2017-07-24,2017-07-04,2017-07-24,ESP LN,Empiric Student Property PLC,81.4344,57.7941,109.0,"ADDL,Primary Share Offering,Best Efforts",848.521,0.0,-0.2293577939,848.521,1.1398541960281046,['Jefferies'],108.9322,111.0,-0.018018018018018056,-0.000622018348623854,False
SMDS LN,2017-06-29,2017-07-03,2017-06-29,2017-07-03,SMDS LN,DS Smith PLC,370.187,62.6374,455.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",5995.28,5.516483307,6.791208744,5995.28,14.877803696720578,"['Citi', 'JP Morgan']",479.0467,481.4,-0.05484004985459068,0.05284989010989016,True
HUR LN,2017-06-29,2017-07-24,2017-06-29,2017-07-24,HUR LN,Hurricane Energy PLC,303.931,731.222,32.0,"ADDL,Primary Share Offering,PE Backed,Accelerated Bookbuild,Sub Sector Flag,REG S,Rule 144A",814.341,-3.90625,-3.125,814.341,7.496099748354213,"['Cenkos Securities', 'Stifel']",30.4751,37.0,-0.1351351351351351,-0.04765312499999996,False
RENE PL,2017-06-28,2017-06-28,2017-06-28,2017-06-28,RENE PL,REN - Redes Energeticas Nacion,58.2674,18.69,2.74,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1664.78,0.54744488,0.54744488,1664.78,3.3273540620527053,['JB Capital Markets'],2.7602,2.747,-0.002548234437568131,0.007372262773722715,False
TBCG LN,2017-06-27,2017-06-28,2017-06-27,2017-06-28,TBCG LN,TBC Bank Group PLC,54.7741,2.81,1525.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1040.91,1.770491838,2.5573771,1040.91,3.7992859598992235,"['Barclays', 'Renaissance Capital Pty Ltd']",1553.7359,1632.0,-0.06556372549019607,0.01884321311475401,False
GAM SW,2017-06-27,2017-06-27,2017-06-27,2017-06-27,GAM SW,GAM Holding AG,64.6229,4.73,13.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2190.01,-0.3802252412,-1.520909667,2190.01,7.61937757695646,['Credit Suisse'],13.5649,13.6,-0.03308823529411764,0.03155133079847894,False
SOI FP,2017-06-27,2017-06-28,2017-06-27,2017-06-28,SOI FP,SOITEC,140.413,2.2734,54.6,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1883.07,4.432237148,-0.2014624178,1883.07,11.58937393762991,"['BNP Paribas', 'Morgan Stanley']",55.7209,59.2,-0.07770270270270274,0.020529304029303974,True
PTEC LN,2017-06-26,2017-06-27,2017-06-26,2017-06-27,PTEC LN,Playtech Plc,429.096,36.5,924.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3748.03,3.246753216,4.437229633,3748.03,13.576046868765435,"['Goodbody', 'Shore Capital Group Ltd', 'UBS']",946.2374,993.5,-0.069954705586311,0.024066450216450264,True
SPR GR,2017-06-26,2017-06-26,2017-06-26,2017-06-26,SPR GR,Axel Springer SE,138.2,2.25,54.9,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",6627.14,0.6375199556,-0.6921703219,6627.14,11.697261646818168,['Bank of America Merrill Lynch'],55.8348,55.209,-0.005596913546704441,0.017027322404371548,True
HER IM,2017-06-22,2017-06-23,2017-06-22,2017-06-23,HER IM,Hera SpA,79.9414,25.6838,2.79,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit,REG S",4636.23,1.003585577,1.362008572,4636.23,8.225419786788736,['Mediobanca'],2.8159,2.886,-0.033264033264033266,0.009283154121863868,False
ALT FP,2017-06-21,2017-06-22,2017-06-21,2017-06-22,ALT FP,Altran Technologies SA,330.636,19.7743,15.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",2941.84,1.366666675,1.833333373,2941.84,3.8978374781013154,"['Goldman Sachs', 'Societe Generale']",15.2554,16.065,-0.06629318394024286,0.017026666666666745,True
GYC GR,2017-06-20,2017-06-23,2017-06-20,2017-06-23,GYC GR,Grand City Properties SA,220.275,11.0,18.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3306.42,1.611111164,2.222222328,3306.42,5.44913666907057,"['Citi', 'Joh Berenberg Gossler & Co KG', 'UBS']",18.3712,18.75,-0.040000000000000036,0.02062222222222232,True
EUCAR FP,2017-06-20,2017-06-23,2017-06-20,2017-06-23,EUCAR FP,Europcar Mobility Group,195.088,14.6133,12.0,"ADDL,Primary Share Offering,PE Backed,Accelerated Bookbuild,REG S,Rule 144A",0.0,6.583333492,4.166666508,2015.7891,3.55244068323964,"['Goldman Sachs', 'Societe Generale']",12.6153,12.4,-0.032258064516129115,0.05127499999999996,True
G24 GR,2017-06-20,2017-06-21,2017-06-20,2017-06-21,G24 GR,Scout24 AG,368.972,10.3,32.2,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3862.12,2.934780121,4.037264824,3862.12,3.838948448541064,"['Morgan Stanley', 'Richardson Partners Financial Ltd', 'Barclays']",33.0013,32.81,-0.01859189271563544,0.02488509316770182,True
IWG LN,2017-06-19,2017-06-19,2017-06-19,2017-06-19,IWG LN,IWG PLC,120.064,27.3,345.1,"ADDL,Secondary Share Offering,Accelerated Bookbuild",4021.34,-0.05795598403,-3.506231785,4021.34,18.27820293706443,['UBS'],361.0626,359.5,-0.04005563282336577,0.046254998551144455,True
BT/A LN,2017-06-19,2017-06-20,2017-06-19,2017-06-20,BT/A LN,BT Group PLC,488.146,133.0,288.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",36557.9,-0.850694418,-1.666666627,36557.9,92.34180857688243,"['BNP Paribas', 'JP Morgan']",287.8301,289.7,-0.005868139454608179,-0.0005899305555554513,True
CAST SS,2017-06-19,2017-06-20,2017-06-19,2017-06-20,CAST SS,Castellum AB,190.313,13.2,126.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3914.46,1.111111164,1.190476179,3914.46,9.624477171794874,"['ABG Sundal Collier Asa', 'SEB']",127.7916,133.2,-0.054054054054053946,0.014219047619047576,False
WIZZ LN,2017-06-14,2017-06-15,2017-06-14,2017-06-15,WIZZ LN,Wizz Air Holdings Plc,317.623,10.7,2320.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1701.25,-1.724137902,-0.9913793206,1701.25,9.964723678583905,"['Barclays', 'Citi', 'JP Morgan', 'Goodbody']",2285.7547,2425.0,-0.043298969072164906,-0.014760905172413796,True
ENX FP,2017-06-13,2017-06-14,2017-06-13,2017-06-14,ENX FP,Euronext NV,221.8,4.4,45.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3550.99,0.8666666746,1.477777719,3550.99,6.946608306535933,"['BNP Paribas', 'Societe Generale']",45.5052,46.685,-0.036092963478633444,0.011226666666666718,False
AMP IM,2017-06-13,2017-06-14,2017-06-13,2017-06-14,AMP IM,Amplifon SpA,120.982,9.0,12.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S",3061.09,1.666666627,0.0,3061.09,6.012493840233959,"['Morgan Stanley', 'UniCredit']",12.0693,12.9,-0.06976744186046513,0.005775000000000086,True
LSS FP,2017-06-13,2017-06-14,2017-06-13,2017-06-14,LSS FP,Lectra,139.986,5.2069,24.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",849.558,2.041666746,4.125,849.558,1.45404874941124,['Societe Generale'],24.3625,26.67,-0.1001124859392577,0.015104166666666696,False
ASRNL NA,2017-06-12,2017-06-13,2017-06-12,2017-06-13,ASRNL NA,ASR Nederland NV,811.855,25.0,29.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",4872.87,1.517241359,1.5,4872.87,8.858351823176017,"['ABN Amro Bank NV', 'Citi', 'Deutsche Bank', 'HSBC']",29.2872,29.675,-0.022746419545071617,0.009903448275861981,False
BOO LN,2017-06-07,2017-06-12,2017-06-07,2017-06-12,BOO LN,boohoo Group PLC,168.64,59.2979,220.0,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,Sub Sector Flag,REG S,Rule 144A",3267.57,15.0,13.29545498,3267.57,27.3038499311592,"['Jefferies', 'Zeus Capital']",250.293,220.75,-0.003397508493771184,0.1376954545454545,False
RKET GR,2017-06-07,2017-06-08,2017-06-07,2017-06-08,RKET GR,Rocket Internet SE,245.577,10.9,20.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S",3703.12,4.0,2.545000076,3703.12,10.066018212725556,['Joh Berenberg Gossler & Co KG'],20.5308,20.1,-0.004975124378109541,0.026540000000000008,False
1COV GR,2017-06-06,2017-06-07,2017-06-06,2017-06-07,1COV GR,Covestro AG,1210.19,17.25,62.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S",14200.2,1.983935714,3.032931805,14200.2,39.677826380438795,"['Barclays', 'Morgan Stanley']",63.0389,62.74,-0.007810009563277043,0.012673092369477779,True
CTEC LN,2017-06-05,2017-06-06,2017-06-05,2017-06-06,CTEC LN,ConvaTec Group PLC,1040.38,250.0,322.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",8095.96,3.105590105,1.024844766,8095.96,42.00840307046988,"['Bank of America Merrill Lynch', 'Goldman Sachs', 'UBS']",328.0388,344.0,-0.06395348837209303,0.018754037267080692,True
SGO FP,2017-06-01,2017-06-02,2017-06-01,2017-06-02,SGO FP,Cie de Saint-Gobain,1123.53,20.0,50.11,"ADDL,Secondary Share Offering,Accelerated Bookbuild",31378.0,0.1796036512,-0.1796060801,31378.0,112.72224674632544,"['BNP Paribas', 'Citi', 'Goldman Sachs']",50.0849,50.47,-0.007132950267485616,-0.0005008980243464967,True
BME LN,2017-06-01,2017-06-02,2017-06-01,2017-06-02,BME LN,B&M European Value Retail SA,585.301,125.0,363.4,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",4682.05,-1.210785389,-0.7429812551,4682.05,19.36356732234091,"['Citi', 'Credit Suisse', 'Goldman Sachs']",363.0841,370.4,-0.018898488120950296,-0.0008692900385250946,True
DBG FP,2017-05-31,2017-06-01,2017-05-31,2017-06-01,DBG FP,Derichebourg SA,57.4973,8.9768,5.7,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1049.66,2.859652519,6.140354633,1049.66,2.126219810096905,['Societe Generale'],5.8517,6.057,-0.05894006934125806,0.026614035087719312,False
TGYM IM,2017-05-31,2017-06-01,2017-05-31,2017-06-01,TGYM IM,Technogym SpA,124.056,16.0,6.9,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1546.98,2.608694315,2.536230564,1546.98,6.177952899572622,['Mediobanca'],6.9883,7.39,-0.06630581867388352,0.012797101449275372,False
888 LN,2017-05-31,2017-05-31,2017-05-31,2017-05-31,888 LN,888 Holdings PLC,139.212,40.0,270.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1251.42,2.129629612,2.407407522,1251.42,4.50175327484455,['Morgan Stanley'],290.1479,290.75,-0.07136715391229576,0.07462185185185177,True
VACN SW,2017-05-30,2017-05-31,2017-05-30,2017-05-31,VACN SW,VAT Group AG,338.323,2.75,120.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",3690.79,0.6666666865,2.166666746,3690.79,13.381514337516888,"['Credit Suisse', 'JP Morgan']",119.9822,126.3,-0.04988123515439424,-0.0001483333333333059,True
CSP LN,2017-05-26,2017-05-26,2017-05-26,2017-05-26,CSP LN,Countryside Properties PLC,411.301,103.687,310.0,"ADDL,Secondary Share Offering",1785.04,7.516129017,7.741935253,1785.04,3.316453676253183,['Numis'],310.2851,326.1,-0.04937135847899421,0.0009196774193549473,False
BVIC LN,2017-05-25,2017-05-26,2017-05-25,2017-05-26,BVIC LN,Britvic PLC,106.277,11.8,695.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2344.18,-100.0,-100.0,2344.18,7.792919209221064,['Citi'],699.6409,723.0,-0.0387275242047026,0.006677553956834448,False
FEVR LN,2017-05-24,2017-05-25,2017-05-24,2017-05-25,FEVR LN,Fevertree Drinks PLC,94.5652,4.5,1625.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2426.79,5.476922989,5.846153736,2426.79,16.06132838145288,[None],1635.155,1748.0,-0.0703661327231121,0.006249230769230785,False
OSB LN,2017-05-24,2017-05-25,2017-05-24,2017-05-25,OSB LN,OneSavings Bank PLC,141.605,25.0,438.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1379.78,-0.4566209912,-2.465753317,1379.78,2.8015459702241077,"['Citi', 'Credit Suisse']",437.6084,467.5,-0.06310160427807487,-0.0008940639269405803,False
IPO LN,2017-05-23,2017-06-09,2017-05-23,2017-06-09,IPO LN,IP Group PLC,213.767,117.635,140.0,"ADDL,Primary Share Offering,REG S,Rule 144A",1270.35,-5.0,-3.5,1270.35,1.7949736041726858,['Numis'],134.4321,142.3,-0.016163035839775186,-0.039770714285714326,False
HLE GR,2017-05-23,2017-05-24,2017-05-23,2017-05-24,HLE GR,Hella GmbH & Co KGaA,119.462,2.3459,45.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",5651.09,0.5604395866,1.560439587,5651.09,8.993556382458195,"['Bankhaus Lampe KG', 'Deutsche Bank']",45.4451,45.704,-0.00446350428846487,-0.0012065934065934592,False
KGX GR,2017-05-22,2017-05-24,2017-05-22,2017-05-24,KGX GR,KION Group AG,677.319,9.3,64.83,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,-0.3239269257,-1.844827652,7882.8473,20.622545617184418,['Goldman Sachs'],64.3364,64.5,0.005116279069767415,-0.007613759062162551,True
GLB ID,2017-05-22,2017-05-22,2017-05-22,2017-05-22,GLB ID,Glanbia PLC,173.97,8.7,17.8,"ADDL,Secondary Share Offering",5919.89,0.7865211964,-0.926962018,5919.89,5.758070245246361,"['Goodbody', 'Davy']",17.8046,17.85,-0.0028011204481792618,0.0002584269662921912,False
JE/ LN,2017-05-22,2017-05-22,2017-05-22,2017-05-22,JE/ LN,Just Eat PLC,132.733,17.0,600.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",5301.82,1.25,2.5,5301.82,25.920007634685643,['Goldman Sachs'],600.5856,613.0,-0.021207177814029365,0.0009760000000000879,True
SRP FP,2017-05-22,2017-05-22,2017-05-22,2017-05-22,SRP FP,SRP Groupe SA,79.621,2.835,25.0,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild",963.284,1.0,-1.0,963.284,1.00927882967555,['BNP Paribas'],26.1752,26.2,-0.04580152671755722,0.04700799999999994,False
MARS LN,2017-05-18,2017-05-22,2017-05-18,2017-05-22,MARS LN,Marston's PLC,102.538,57.6,137.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,-0.3649635017,0.218978107,1025.4002,3.075872954466865,"['JP Morgan', 'Numis']",137.5808,137.0,0.0,0.004239416058394285,True
OTB LN,2017-05-18,2017-05-19,2017-05-18,2017-05-19,OTB LN,On the Beach Group PLC,54.5404,11.4996,365.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",620.009,4.931506634,5.8904109,620.009,1.6176378375688403,['Numis'],379.1581,377.25,-0.032471835652750136,0.038789315068493035,False
TPZ SM,2017-05-18,2017-05-19,2017-05-18,2017-05-19,TPZ SM,Telepizza Group SA,57.8519,11.3037,4.6,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S",518.498,4.565219402,10.6521759,518.498,1.2725118760047511,"['Barclays', 'Fidentiis Equities SA']",4.7675,4.818,-0.04524699045246994,0.03641304347826102,False
KOF FP,2017-05-17,2017-05-18,2017-05-17,2017-05-18,KOF FP,Kaufman & Broad SA,137.845,3.4378,36.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",834.597,5.694444656,8.055555344,834.597,2.400967832161935,"['BNP Paribas', 'Goldman Sachs']",37.2979,37.54,-0.0410229088971763,0.03605277777777771,True
SEV FP,2017-05-16,2017-05-24,2017-05-16,2017-05-24,SEV FP,Suez,830.701,47.4684,15.8,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",10734.3,2.974682331,2.753163338,10734.3,25.002299830525715,"['Citi', 'Credit Agricole CIB', 'HSBC', 'Morgan Stanley', 'Societe Generale']",16.368,16.25,-0.027692307692307683,0.03594936708860752,True
IRE IM,2017-05-16,2017-05-17,2017-05-16,2017-05-17,IRE IM,Iren SpA,56.3613,25.7,1.98,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2622.3,1.818180799,1.919190884,2622.3,4.714979880798343,['UniCredit'],2.0082,2.064,-0.04069767441860472,0.014242424242424168,False
LNZ AV,2017-05-16,2017-05-16,2017-05-16,2017-05-16,LNZ AV,Lenzing AG,607.624,3.34,164.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",4830.07,-6.240487099,-5.905631542,4830.07,6.703296107836398,['Morgan Stanley'],176.149,174.7,-0.05981682884945616,0.07244444444444453,True
STMN SW,2017-05-16,2017-05-17,2017-05-16,2017-05-17,STMN SW,Straumann Holding AG,295.868,0.54,541.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",8700.16,-5.175600529,-3.696857691,8700.16,20.67454355155217,['JP Morgan'],530.4425,551.5,-0.01903898458748865,-0.01951478743068391,True
MDM FP,2017-05-16,2017-05-17,2017-05-16,2017-05-17,MDM FP,Maisons du Monde SA,249.646,7.1327,31.6,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",1592.33,4.256327629,2.167720318,1592.33,3.1043523830565696,"['Goldman Sachs', 'Citi']",32.5052,31.895,-0.009249098604796946,0.02864556962025322,True
AHSL SS,2017-05-16,2017-05-17,2017-05-16,2017-05-17,AHSL SS,Ahlsell AB,598.663,90.0,58.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",2917.36,-0.8547008634,-1.965811968,2917.36,4.210876044510108,"['Carnegie', 'Goldman Sachs', 'Nordea Bank Abp']",58.4564,60.85,-0.03861955628594904,-0.0007452991452990831,True
CRN LN,2017-05-15,2017-05-18,2017-05-15,2017-05-18,CRN LN,Cairn Homes PLC,56.9742,33.7126,1.54,"ADDL,Primary Share Offering,Accelerated Bookbuild,Rule 144A",0.0,0.9740284681,2.477076123e-06,1198.9098,6.236284067549479,"['Bank of America Merrill Lynch', 'Goodbody']",1.5497999999999998,1.585,-0.028391167192428957,0.006363636363636349,True
FGR FP,2017-05-15,2017-05-15,2017-05-15,2017-05-15,FGR FP,Eiffage SA,469.819,5.56,77.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",8281.3,1.298701286,0.5454545617,8281.3,27.382727291111678,['Bank of America Merrill Lynch'],77.4421,77.88,-0.011299435028248483,0.005741558441558325,True
UBSG SW,2017-05-15,2017-05-16,2017-05-15,2017-05-16,UBSG SW,UBS Group AG,1502.41,93.0,16.1,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",62799.0,0.55900383,-1.242238402,62799.0,220.89981105055648,['UBS'],16.2622,16.61,-0.030704394942805413,0.010074534161490512,True
SPIE FP,2017-05-11,2017-05-12,2017-05-11,2017-05-12,SPIE FP,SPIE SA,412.674,15.5,24.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",4121.77,3.877551079,2.653061152,4121.77,5.672129620998824,"['Citi', 'UBS']",24.719,25.8,-0.050387596899224785,0.008938775510204167,True
LCL LN,2017-05-11,2017-05-12,2017-05-11,2017-05-12,LCL LN,Ladbrokes Coral Group Ltd,97.3941,62.0,122.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",3006.9,0.1639344245,0.08196721226,3006.9,17.21026129058129,['Morgan Stanley'],122.841,123.9,-0.015334947538337418,0.006893442622950774,True
BRAV SS,2017-05-11,2017-05-12,2017-05-11,2017-05-12,BRAV SS,Bravida Holding AB,215.61,31.39,61.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1384.51,0.4918032885,0.9836065769,1384.51,2.2851652844873795,['Morgan Stanley'],61.4033,62.8,-0.0286624203821656,0.006611475409836087,True
INTER NA,2017-05-10,2017-05-10,2017-05-10,2017-05-10,INTER NA,Intertrust NV,202.145,10.0,18.6,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1859.72,0.8064495325,0.02687966824,1859.72,2.1138581824648135,"['ABN Amro Bank NV', 'Morgan Stanley']",19.4218,19.46,-0.04419321685508737,0.04418279569892469,True
