,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Security type,Market cap
IL US,2010-04-12,2010-08-06,2010-04-12,2010-08-05,2010-08-06,IL US,Intralinks Holdings Inc,143.0,11.0,13.0,"IPO,Primary Share Offering,VC Backed,PE Backed",640.7,0.0,0.0,"Morgan Stanley, Deutsche Bank, Credit Suisse",Common,640.7
PHR US,2019-06-21,2019-07-18,2019-06-21,2019-07-17,2019-07-18,PHR US,Phreesia Inc,192.265,9.2882,18.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Emerging Growth Company",639.122,48.61111069,39.33333206,"JP Morgan, Wells Fargo, William Blair & Co LLC, Allen & Co, Piper Jaffray & Co",Common,639.122
CYAD US,2015-05-18,2015-06-19,2015-05-18,2015-06-18,2015-06-19,CYAD US,Celyad SA,80.0781,1.168,68.56,"IPO,Primary Share Offering,Emerging Growth Company",638.136,-0.9626569152,-20.40548134,"Piper Jaffray & Co, UBS",ADR,638.136
CURO US,2017-10-24,2017-12-07,2017-10-24,2017-12-06,2017-12-07,CURO US,Curo Group Holdings Corp,107.334,6.6667,14.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",637.86,5.714285851,1.428571463,"Jefferies, Credit Suisse, Stephens Inc",Common,637.86
SBT US,2017-10-19,2017-11-17,2017-10-19,2017-11-16,2017-11-17,SBT US,Sterling Bancorp Inc/MI,207.0,15.0,12.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",635.56,2.916666746,1.333333373,Sandler O'Neill & Partners,Common,635.56
GWRE US,2011-09-02,2012-01-25,2011-09-02,2012-01-24,2012-01-25,GWRE US,Guidewire Software Inc,132.308,8.85,13.0,"IPO,Primary Share Offering,VC Backed",635.2,28.84615326,31.69230843,"JP Morgan, Deutsche Bank, Citi",Common,635.2
ALRM US,2015-05-22,2015-06-26,2015-05-22,2015-06-25,2015-06-26,ALRM US,Alarm.com Holdings Inc,112.7,7.0,14.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,Emerging Growth Company",635.2,14.64285755,20.5714283,"Goldman Sachs, Bank of America Merrill Lynch, Credit Suisse",Common,635.2
TMHC US,2012-12-05,2013-04-10,2012-12-05,2013-04-09,2013-04-10,TMHC US,Taylor Morrison Home Corp,722.854,28.572,22.0,"IPO,Primary Share Offering,PE Backed",628.58,6.136363506,4.727272511,"Citi, Credit Suisse, Deutsche Bank, Goldman Sachs, JP Morgan, Zelman Partners LLC",Class A,628.58
AAAP US,2015-10-01,2015-11-11,2015-10-01,2015-11-10,2015-11-11,AAAP US,Advanced Accelerator Applicati,86.2592,4.688,16.0,"IPO,Primary Share Offering,Emerging Growth Company",628.45,15.625,53.125,"Citi, Jefferies",ADR,628.45
RARE US,2013-11-08,2014-01-31,2013-11-08,2014-01-30,2014-01-31,RARE US,Ultragenyx Pharmaceutical Inc,139.115,5.7604,21.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",628.44,118.0952377,101.1904755,"JP Morgan, Morgan Stanley",Common,628.44
CIVI US,2014-05-27,2014-09-17,2014-05-27,2014-09-16,2014-09-17,CIVI US,Civitas Solutions Inc,198.9,11.7,17.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed",628.15,0.0,-2.294117689,"Barclays, Bank of America Merrill Lynch, UBS",Common,628.15
ATNX US,2017-05-12,2017-06-14,2017-05-12,2017-06-14,2017-06-14,ATNX US,Athenex Inc,75.9,6.0,11.0,"IPO,Primary Share Offering,Emerging Growth Company",626.384,9.090909004,14.18181801,"Deutsche Bank, JP Morgan, Credit Suisse",Common,626.384
PLAY US,2014-09-08,2014-10-10,2014-09-08,2014-10-09,2014-10-10,PLAY US,Dave & Buster's Entertainment,108.237,5.8824,16.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,Emerging Growth Company",625.386,6.25,8.0,"Jefferies, Piper Jaffray & Co, Raymond James & Associates, William Blair & Co LLC, Stifel",Common,625.386
EIDX US,2018-05-25,2018-06-20,2018-05-25,2018-06-19,2018-06-20,EIDX US,Eidos Therapeutics Inc,122.188,6.25,17.0,"IPO,Primary Share Offering,Emerging Growth Company",624.534,17.64705849,36.0,"JP Morgan, Bank of America Merrill Lynch, Barclays",Common,624.534
SILK US,2019-03-04,2019-04-04,2019-03-04,2019-04-03,2019-04-04,SILK US,Silk Road Medical Inc,138.0,6.0,20.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",622.158,65.75,80.90000153,"JP Morgan, Bank of America Merrill Lynch",Common,622.158
FIBK US,2010-01-15,2010-03-24,2010-01-15,2010-03-23,2010-03-24,FIBK US,First Interstate BancSystem In,166.75,10.0,14.5,"IPO,Primary Share Offering",619.78,10.34482765,8.27586174,Barclays,Class A,619.78
CBPX US,2013-12-24,2014-02-05,2013-12-24,2014-02-04,2014-02-05,CBPX US,Continental Building Products,189.417,11.765,14.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",616.97,4.714285851,8.5,"Credit Suisse, Citi, Barclays, Deutsche Bank, RBC Capital Markets",Common,616.97
WIX US,2013-10-01,2013-11-06,2013-10-01,2013-11-05,2013-11-06,WIX US,Wix.com Ltd,137.169,7.7,16.5,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,Emerging Growth Company",614.04,12.12121201,-1.151515126,"JP Morgan, Bank of America Merrill Lynch, RBC Capital Markets",Common,614.04
ROAD US,2018-04-06,2018-05-04,2018-04-06,2018-05-03,2018-05-04,ROAD US,Construction Partners Inc,143.4,11.25,12.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",614.01,8.333333015,0.8333333135,"Robert W Baird & Co, Raymond James & Associates, Stephens Inc",Class A,614.01
PBF US,2011-11-14,2012-12-13,2011-11-14,2012-12-12,2012-12-13,PBF US,PBF Energy Inc,612.95,20.5,26.0,"IPO,Primary Share Offering,PE Backed",612.76,7.692307472,0.961538434,"Deutsche Bank, Credit Suisse, Citi, Morgan Stanley",Class A,612.76
SWCH US,2017-09-08,2017-10-06,2017-09-08,2017-10-05,2017-10-06,SWCH US,Switch Inc,610.938,31.25,17.0,"IPO,Primary Share Offering,Emerging Growth Company",610.938,27.64705849,22.58823586,"Jefferies, Credit Suisse, Citi, Wells Fargo, BMO Capital Markets, Goldman Sachs, JP Morgan",Class A,610.938
VELTF US,2010-05-13,2011-01-28,2010-05-13,2011-01-27,2011-01-28,VELTF US,Velti PLC,172.748,12.518,12.0,"IPO,Primary Share Offering,Secondary Share Offering",609.61,-8.416666985,-6.25,Jefferies,Common,609.61
ACIU US,2016-05-31,2016-09-23,2016-05-31,2016-09-22,2016-09-23,ACIU US,AC Immune SA,66.0,6.0,11.0,"IPO,Primary Share Offering,Emerging Growth Company",609.356,28.27272797,42.36363602,"Credit Suisse, Jefferies, SVB Leerink LLC",Common,609.356
BHVN US,2017-04-07,2017-05-04,2017-04-07,2017-05-03,2017-05-04,BHVN US,Biohaven Pharmaceutical Holdin,193.545,9.9,17.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",607.165,17.64705849,2.941176414,"Morgan Stanley, Piper Jaffray & Co, Barclays",Common,607.165
CFMS US,2015-05-22,2015-07-01,2015-05-22,2015-06-30,2015-07-01,CFMS US,Conformis Inc,155.25,9.0,15.0,"IPO,Primary Share Offering,Emerging Growth Company",606.189,20.0,28.33333397,"JP Morgan, Deutsche Bank",Common,606.189
VIRT US,2014-03-10,2015-04-16,2014-03-10,2015-04-15,2015-04-16,VIRT US,Virtu Financial Inc,361.23,16.5323,19.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",606.081,21.05263138,16.7368412,"Evercore Partners Inc, UBS, Credit Suisse, Citi, Sandler O'Neill & Partners, BMO Capital Markets, Goldman Sachs, JP Morgan",Class A,606.081
RPD US,2015-06-11,2015-07-17,2015-06-11,2015-07-16,2015-07-17,RPD US,Rapid7 Inc,118.68,6.45,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",604.558,67.1875,58.0,"Morgan Stanley, Barclays",Common,604.558
AFYA US,2019-06-24,2019-07-19,2019-06-24,2019-07-18,2019-07-19,AFYA US,Afya Ltd,300.31,13.7442,19.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",604.479,23.68420982,26.78947449,"Bank of America Merrill Lynch, Goldman Sachs, Banco Itau BBA, UBS, XP Investimentos CCTVM SA, Morgan Stanley, Banco BTG Pactual",Class A,604.479
OPTN US,2017-09-18,2017-10-13,2017-09-18,2017-10-12,2017-10-13,OPTN US,Optinose Inc,138.0,7.5,16.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",604.181,25.0,18.75,"Piper Jaffray & Co, Jefferies, BMO Capital Markets, RBC Capital Markets",Common,604.181
CSOD US,2010-09-29,2011-03-17,2010-09-29,2011-03-16,2011-03-17,CSOD US,Cornerstone OnDemand Inc,156.975,10.5,13.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",603.32,38.46154022,46.69230652,"Goldman Sachs, Barclays",Common,603.32
XBIT US,2015-02-02,2015-04-15,2015-02-02,2015-04-14,2015-04-15,XBIT US,XBiotech Inc,76.0,4.0,19.0,"IPO,Primary Share Offering,Best Efforts,Emerging Growth Company",602.615,21.05263138,22.36842155,WR Hambrecht + Co LLC,Common,602.615
PROS US,2019-06-28,2019-07-25,2019-06-28,2019-07-24,2019-07-25,PROS US,ProSight Global Inc,126.5,7.8571,14.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",601.987,14.28571415,21.9285717,"Goldman Sachs, Barclays, Bank of America Merrill Lynch",Common,601.987
LBC US,2017-11-09,2017-12-08,2017-11-09,2017-12-07,2017-12-08,LBC US,Luther Burbank Corp,150.204,12.15,10.75,"IPO,Primary Share Offering,Emerging Growth Company",601.704,9.302325249,9.302325249,"Stifel, Sandler O'Neill & Partners",Common,601.704
JRVR US,2014-11-07,2014-12-12,2014-11-07,2014-12-11,2014-12-12,JRVR US,James River Group Holdings Ltd,231.0,11.0,21.0,"IPO,Secondary Share Offering,Emerging Growth Company",599.348,1.523809552,1.190476179,"UBS, Stifel, FBR Capital Markets Corp, BMO Capital Markets",Common,599.348
KIORQ US,2011-04-11,2011-06-24,2011-04-11,2011-06-23,2011-06-24,KIORQ US,KiOR Inc,162.0,10.0,15.0,"IPO,Primary Share Offering",598.996,0.0,0.0,"Credit Suisse, Goldman Sachs, UBS",Class A,598.996
FIXX US,2018-03-02,2018-03-28,2018-03-02,2018-03-27,2018-03-28,FIXX US,Homology Medicines Inc,165.6,9.0,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",598.893,43.75,16.625,"Bank of America Merrill Lynch, Cowen & Co, Evercore Partners Inc",Common,598.893
FBM US,2017-01-13,2017-02-10,2017-01-13,2017-02-09,2017-02-10,FBM US,Foundation Building Materials,206.08,12.8,14.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",598.839,12.85714245,10.71428585,"Deutsche Bank, Barclays, RBC Capital Markets, Citi",Common,598.839
APTI US,2016-08-26,2016-09-23,2016-08-26,2016-09-22,2016-09-23,APTI US,Apptio Inc,110.4,6.0,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",596.573,46.25,40.9375,"Goldman Sachs, JP Morgan, Bank of America Merrill Lynch, Barclays, Jefferies, RBC Capital Markets, KeyBanc Capital Markets",Class A,596.573
PLNT US,2015-06-22,2015-08-06,2015-06-22,2015-08-05,2015-08-06,PLNT US,Planet Fitness Inc,248.4,13.5,16.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",596.168,-9.375,0.0,"JP Morgan, Bank of America Merrill Lynch, Jefferies, Credit Suisse",Class A,596.168
INVN US,2010-06-28,2011-11-16,2010-06-28,2011-11-15,2011-11-16,INVN US,InvenSense Inc,86.25,10.0,7.5,"IPO,Primary Share Offering,VC Backed,VC Exit",594.92,10.66666698,18.66666603,"Morgan Stanley, Goldman Sachs",Class A,594.92
STOK US,2019-05-23,2019-06-19,2019-05-23,2019-06-18,2019-06-19,STOK US,Stoke Therapeutics Inc,163.346,7.8911,18.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",587.603,51.16666794,42.05555725,"Cowen & Co, Credit Suisse, JP Morgan",Common,587.603
TBIO US,2018-06-01,2018-06-28,2018-06-01,2018-06-27,2018-06-28,TBIO US,Translate Bio Inc,126.287,9.35,13.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",586.847,-11.53846169,-11.38461494,"Citi, SVB Leerink LLC, Evercore Partners Inc",Common,586.847
CBF US,2011-06-24,2012-09-20,2011-06-24,2012-09-19,2012-09-20,CBF US,Capital Bank Financial Corp,188.582,10.0,18.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",586.33,0.555555582,1.055555582,"Credit Suisse, Bank of America Merrill Lynch, Goldman Sachs, Barclays, FBR Capital Markets Corp",Class A,586.33
EDIT US,2016-01-04,2016-02-03,2016-01-04,2016-02-02,2016-02-03,EDIT US,Editas Medicine Inc,108.56,5.9,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",585.352,12.5,13.75,"JP Morgan, Morgan Stanley",Common,585.352
FLTX US,2012-08-20,2012-10-05,2012-08-20,2012-10-04,2012-10-05,FLTX US,Fleetmatics Group Ltd,152.735,7.8125,17.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",585.12,35.0,31.1764698,"Bank of America Merrill Lynch, Barclays",Common,585.12
SCTY US,2012-10-05,2012-12-13,2012-10-05,2012-12-12,2012-12-13,SCTY US,Tesla Energy Operations Inc/DE,105.8,11.5,8.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,Emerging Growth Company",584.64,15.625,47.375,"Goldman Sachs, Credit Suisse, Bank of America Merrill Lynch",Common,584.64
LOB US,2015-06-19,2015-07-23,2015-06-19,2015-07-23,2015-07-23,LOB US,Live Oak Bancshares Inc,93.5,4.8,17.0,"IPO,Primary Share Offering,Emerging Growth Company",580.633,8.823529243,12.17647076,"Sandler O'Neill & Partners, Stifel, SunTrust Robinson Humphrey",Common,580.633
GIMO US,2012-07-13,2013-06-12,2012-07-13,2013-06-11,2013-06-12,GIMO US,Gigamon Inc,147.488,6.75,19.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Emerging Growth Company",579.01,21.47368431,49.84210587,"Goldman Sachs, Bank of America Merrill Lynch, Credit Suisse, Barclays",Common,579.01
PRVL US,2019-05-24,2019-06-20,2019-05-24,2019-06-19,2019-06-20,PRVL US,Prevail Therapeutics Inc,125.001,7.353,17.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",577.951,-9.941176414,-20.0,"Morgan Stanley, Bank of America Merrill Lynch, Cowen & Co",Common,577.951
GBT US,2015-07-08,2015-08-12,2015-07-08,2015-08-11,2015-08-12,GBT US,Global Blood Therapeutics Inc,138.0,6.0,20.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",574.17,73.25,115.5500031,"Goldman Sachs, Morgan Stanley",Common,574.17
SSTK US,2012-05-14,2012-10-11,2012-05-14,2012-10-10,2012-10-11,SSTK US,Shutterstock Inc,87.975,4.5,17.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",569.73,32.35293961,27.41176414,"Morgan Stanley, Deutsche Bank, Jefferies",Common,569.73
JILL US,2017-02-10,2017-03-09,2017-02-10,2017-03-08,2017-03-09,JILL US,J. Jill Inc,162.912,11.6667,13.0,"IPO,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",568.723,-1.923076868,-2.692307711,"Bank of America Merrill Lynch, Morgan Stanley, Jefferies, Deutsche Bank, RBC Capital Markets, UBS, Wells Fargo",Common,568.723
SLDB US,2017-12-29,2018-01-26,2017-12-29,2018-01-25,2018-01-26,SLDB US,Solid Biosciences Inc,143.75,7.8125,16.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",565.166,59.375,41.375,"JP Morgan, Goldman Sachs, SVB Leerink LLC",Common,565.166
MTLS US,2014-04-02,2014-06-25,2014-04-02,2014-06-25,2014-06-25,MTLS US,Materialise NV,110.4,8.0,12.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",564.864,0.0,-3.75,"Piper Jaffray & Co, Credit Suisse",ADR,564.864
PMTS US,2015-08-07,2015-10-09,2015-08-07,2015-10-08,2015-10-09,PMTS US,CPI Card Group Inc,172.5,15.0,10.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Dual Listing,Emerging Growth Company",564.761,10.0,21.70000076,"BMO Capital Markets, CIBC, Goldman Sachs",Common,564.761
GKOS US,2015-05-12,2015-06-25,2015-05-12,2015-06-24,2015-06-25,GKOS US,Glaukos Corp,124.2,6.0,18.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",562.734,61.72222137,73.44444275,"Bank of America Merrill Lynch, Goldman Sachs, JP Morgan",Common,562.734
AGS US,2017-12-19,2018-01-26,2017-12-19,2018-01-25,2018-01-26,AGS US,PlayAGS Inc,188.6,10.25,16.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",562.661,6.25,15.625,"Nomura, SunTrust Robinson Humphrey, Stifel, Citi, Bank of America Merrill Lynch, Macquarie, Jefferies, Credit Suisse, Deutsche Bank",Common,562.661
TUSK US,2016-09-02,2016-10-14,2016-09-02,2016-10-13,2016-10-14,TUSK US,Mammoth Energy Services Inc,116.25,7.75,15.0,"IPO,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,Emerging Growth Company",562.5,-8.933333397,-11.60000038,"Credit Suisse, Barclays, Piper Jaffray & Co",Common,562.5
TPTX US,2019-03-21,2019-04-17,2019-03-21,2019-04-16,2019-04-17,TPTX US,Turning Point Therapeutics Inc,191.475,9.25,18.0,"IPO,Primary Share Offering,Emerging Growth Company",558.76,34.72222137,60.55555725,"Goldman Sachs, SVB Leerink LLC, Wells Fargo",Common,558.76
USX US,2018-05-07,2018-06-14,2018-05-07,2018-06-13,2018-06-14,USX US,US Xpress Enterprises Inc,332.23,18.056,16.0,"IPO,Primary Share Offering,Secondary Share Offering",558.405,1.875,4.25,"Morgan Stanley, Bank of America Merrill Lynch, JP Morgan, Wells Fargo",Class A,558.405
FOGO US,2015-04-20,2015-06-19,2015-04-20,2015-06-18,2015-06-19,FOGO US,Fogo De Chao Inc,101.472,4.4118,20.0,"IPO,Primary Share Offering,PE Backed,PE Exit,Emerging Growth Company",558.296,30.0,28.75,"JP Morgan, Jefferies, Credit Suisse, Deutsche Bank, Piper Jaffray & Co, Wells Fargo, Macquarie",Common,558.296
RGNX US,2015-08-17,2015-09-17,2015-08-17,2015-09-16,2015-09-17,RGNX US,REGENXBIO Inc,159.39,6.3,22.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",557.715,37.54545593,38.40909195,"Morgan Stanley, Bank of America Merrill Lynch, Piper Jaffray & Co",Common,557.715
NINE US,2017-05-02,2018-01-19,2017-05-02,2018-01-18,2018-01-19,NINE US,Nine Energy Service Inc,185.15,7.0,23.0,"IPO,Primary Share Offering,Emerging Growth Company",557.46,4.347826004,13.47826099,"Credit Suisse, Bank of America Merrill Lynch, Wells Fargo, Goldman Sachs, JP Morgan",Common,557.46
CRSP US,2016-09-09,2016-10-19,2016-09-09,2016-10-18,2016-10-19,CRSP US,CRISPR Therapeutics AG,62.0102,4.0,14.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company,REG S,Rule 144A",557.138,7.142857075,0.6428571343,"Citi, Piper Jaffray & Co, Barclays",Common,557.138
KTWO US,2014-01-25,2014-05-08,2014-01-25,2014-05-07,2014-05-08,KTWO US,K2M Group Holdings Inc,147.375,8.825,15.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",556.29,0.0,0.0,"Piper Jaffray & Co, Barclays, Wells Fargo",Common,556.29
AGIO US,2013-06-10,2013-07-24,2013-06-10,2013-07-23,2013-07-24,AGIO US,Agios Pharmaceuticals Inc,119.484,5.888,18.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",555.8,61.11111069,73.77777863,"JP Morgan, Goldman Sachs",Common,555.8
BY US,2017-05-31,2017-06-30,2017-05-31,2017-06-29,2017-06-30,BY US,Byline Bancorp Inc,124.545,5.7,19.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",555.691,7.105263233,5.526315689,"Bank of America Merrill Lynch, Stifel",Common,555.691
MANU US,2012-07-03,2012-08-10,2012-07-03,2012-08-09,2012-08-10,MANU US,Manchester United Plc,233.334,16.6667,14.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",555.6,0.3571428657,0.0,"Deutsche Bank, Bank of America Merrill Lynch, Jefferies, JP Morgan, Credit Suisse",Class A,555.6
DCPH US,2017-09-01,2017-09-28,2017-09-01,2017-09-27,2017-09-28,DCPH US,Deciphera Pharmaceuticals Inc,138.831,7.5,17.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",554.059,17.94117737,3.823529482,"JP Morgan, Piper Jaffray & Co",Common,554.059
LOCO US,2014-06-24,2014-07-25,2014-06-24,2014-07-24,2014-07-25,LOCO US,El Pollo Loco Holdings Inc,123.215,7.1429,15.0,"IPO,Primary Share Offering,PE Backed",553.95,26.66666603,60.20000076,"Morgan Stanley, Jefferies, Robert W Baird & Co",Common,553.95
LASR US,2018-03-30,2018-04-26,2018-03-30,2018-04-25,2018-04-26,LASR US,nLight Inc,110.4,6.0,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",552.339,43.75,68.4375,"Raymond James & Associates, Stifel",Common,552.339
MX US,2010-10-04,2011-03-11,2010-10-04,2011-03-10,2011-03-11,MX US,MagnaChip Semiconductor Corp,133.0,9.5,14.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",550.93,0.0,0.07142857462,"Deutsche Bank, Barclays, Goldman Sachs",Common,550.93
ZEAL US,2017-07-06,2017-08-09,2017-07-06,2017-08-08,2017-08-09,ZEAL US,Zealand Pharma A/S,89.9093,4.375,17.87,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",548.943,1.398988008,-0.2798032165,"Goldman Sachs, Morgan Stanley",ADR,548.943
FOXF US,2013-07-08,2013-08-08,2013-07-08,2013-08-07,2013-08-08,FOXF US,Fox Factory Holding Corp,147.857,8.5714,15.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",544.76,20.0,24.06666756,"Robert W Baird & Co, William Blair & Co LLC, Piper Jaffray & Co",Common,544.76
WING US,2015-05-06,2015-06-12,2015-05-06,2015-06-11,2015-06-12,WING US,Wingstop Inc,126.73,5.8,19.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",543.043,60.5263176,61.0,"Jefferies, Morgan Stanley, Robert W Baird & Co, Barclays, Goldman Sachs, Wells Fargo",Common,543.043
MKTG US,2010-12-23,2011-04-21,2010-12-23,2011-04-20,2011-04-21,MKTG US,Responsys Inc,91.0506,6.61965,12.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",540.9,33.33333206,28.33333397,"Morgan Stanley, Credit Suisse",Common,540.9
ONCE US,2014-12-30,2015-01-30,2014-12-30,2015-01-30,2015-01-30,ONCE US,Spark Therapeutics Inc,185.15,7.0,23.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",540.279,96.08695984,117.391304,"JP Morgan, Credit Suisse",Common,540.279
SNOW US,2013-11-12,2014-01-31,2013-11-12,2014-01-30,2014-01-31,SNOW US,Alterra Mountain Co,215.626,15.625,12.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",540.08,-7.416666508,-0.8333333135,"Goldman Sachs, Credit Suisse, Deutsche Bank, Bank of America Merrill Lynch",Common,540.08
MIME US,2015-10-16,2015-11-19,2015-10-16,2015-11-18,2015-11-19,MIME US,Mimecast Ltd,77.5,7.75,10.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,Emerging Growth Company",540.025,10.0,1.0,"Goldman Sachs, Barclays, Jefferies, RBC Capital Markets",Common,540.025
KDMN US,2016-06-10,2016-07-27,2016-06-10,2016-07-26,2016-07-27,KDMN US,Kadmon Holdings Inc,75.0,6.25,12.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",538.44,-3.75,-19.16666603,"Citi, Jefferies",Common,538.44
TPH US,2012-12-21,2013-01-31,2012-12-21,2013-01-30,2013-01-31,TPH US,TRI Pointe Group Inc,267.621,13.689,17.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",537.16,15.05882359,12.05882359,"Citi, Deutsche Bank, FBR Capital Markets Corp",Common,537.16
YMAB US,2018-08-24,2018-09-21,2018-08-24,2018-09-20,2018-09-21,YMAB US,Y-mAbs Therapeutics Inc,110.4,6.0,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",536.432,65.625,50.0,"Bank of America Merrill Lynch, Cowen & Co",Common,536.432
RUBI US,2014-02-04,2014-04-02,2014-02-04,2014-04-01,2014-04-02,RUBI US,Rubicon Project Inc/The,116.799,6.771,15.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Emerging Growth Company",536.09,16.66666603,33.93333435,"Morgan Stanley, Goldman Sachs, RBC Capital Markets",Common,536.09
APTX US,2018-05-23,2018-06-21,2018-05-23,2018-06-20,2018-06-21,APTX US,Aptinyx Inc,117.76,6.4,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",535.939,8.75,26.25,"JP Morgan, Cowen & Co, SVB Leerink LLC, BMO Capital Markets",Common,535.939
SKUL US,2011-01-28,2011-07-20,2011-01-28,2011-07-19,2011-07-20,SKUL US,Skullcandy Inc,188.834,9.44169,20.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",535.65,15.0,0.0,"Bank of America Merrill Lynch, Morgan Stanley",Common,535.65
VRNS US,2013-10-22,2014-02-28,2013-10-22,2014-02-27,2014-02-28,VRNS US,Varonis Systems Inc,121.44,4.8,22.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,Emerging Growth Company",535.39,77.27272797,100.0,"Morgan Stanley, Barclays, Jefferies, RBC Capital Markets",Common,535.39
AKCA US,2017-03-27,2017-07-14,2017-03-27,2017-07-13,2017-07-14,AKCA US,Akcea Therapeutics Inc,143.75,15.625,8.0,"IPO,Primary Share Offering,Emerging Growth Company",532.334,1.625,18.5,"Stifel, Cowen & Co, Wells Fargo",Common,532.334
SNC US,2014-07-15,2014-11-03,2014-07-15,2014-11-03,2014-11-03,SNC US,State National Cos Inc,368.127,30.7285,11.98,"IPO,Secondary Share Offering,Best Efforts,PE Backed,PE Exit,Emerging Growth Company",530.08,0.1669487357,3.821066002e-06,FBR Capital Markets Corp,Common,530.08
METC US,2016-12-29,2017-02-03,2016-12-29,2017-02-02,2017-02-03,METC US,Ramaco Resources Inc,81.0,6.0,13.5,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",527.345,7.777777672,0.3703703582,"Credit Suisse, BMO Capital Markets, Jefferies, Clarksons Platou Securities, Seaport Group",Common,527.345
