,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Type,Market cap,ADV,Bookrunner.1
GTT FP,2015-01-26,2015-01-27,2015-01-26,2015-01-27,GTT FP,Gaztransport Et Technigaz SA,87.2422,1.6113,48.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2003.33,1.0,0.8541666865,Morgan Stanley,Stocks,2003.33,2.540543466677832,Morgan Stanley
NHH SM,2015-01-22,2015-01-23,2015-01-22,2015-01-23,NHH SM,NH Hotel Group SA,129.545,26.7779,4.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1675.49,0.0,4.823529243,UBS,Stocks,1675.49,5.531951994313596,UBS
SSPG LN,2015-01-22,2015-01-23,2015-01-22,2015-01-23,SSPG LN,SSP Group Plc,332.006,84.3506,262.0,"ADDL,Secondary Share Offering,PE Backed,Accelerated Bookbuild,REG S,Rule 144A",1868.99,4.198473454,4.198473454,"Goldman Sachs, Morgan Stanley",Stocks,1868.99,2.040098415690802,"Goldman Sachs, Morgan Stanley"
SPD LN,2015-01-20,2015-01-20,2015-01-20,2015-01-20,SPD LN,Sports Direct International PL,168.005,15.4,720.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.736111164,-0.4861111045,Goldman Sachs,Stocks,6896.1678,13.659071124848715,Goldman Sachs
AMS SM,2015-01-15,2015-01-16,2015-01-15,2015-01-16,AMS SM,Amadeus IT Group SA,379.081,9.8572,33.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild",17134.1,0.6033136249,0.9049727321,Citi,Stocks,17134.1,82.61819511172074,Citi
SPI LN,2015-01-14,2015-01-14,2015-01-14,2015-01-14,SPI LN,Spire Healthcare Group PLC,192.303,40.1081,315.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,3.174603224,0.0,"Bank of America Merrill Lynch, JP Morgan, Morgan Stanley",Stocks,2074.4314,1.43116551323099,"Bank of America Merrill Lynch, JP Morgan, Morgan Stanley"
SAN SM,2015-01-08,2015-01-13,2015-01-08,2015-01-13,SAN SM,Banco Santander SA,8862.75,1213.59,6.18,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,-3.608411551,-3.737861395,"Goldman Sachs, UBS",Stocks,101955.5983,680.1233692975811,"Goldman Sachs, UBS"
BOSS GR,2014-12-11,2014-12-12,2014-12-11,2014-12-12,BOSS GR,HUGO BOSS AG,619.102,4.9,102.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,-1.382352948,-2.753921509,UBS,Stocks,8912.298,24.943073128696007,UBS
CARD LN,2014-12-10,2014-12-10,2014-12-10,2014-12-10,CARD LN,Card Factory PLC,166.515,40.0,265.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",0.0,-1.886792421,-0.3773584962,Liberum Capital Ltd,Stocks,1418.2792,1.8140564328089916,Liberum Capital Ltd
PNDORA DC,2014-12-08,2014-12-08,2014-12-08,2014-12-08,PNDORA DC,Pandora A/S,507.503,5.8966,520.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,0.0,-0.1923076957,Goldman Sachs,Stocks,11238.6013,59.82216141139746,Goldman Sachs
ENX FP,2014-12-08,2014-12-08,2014-12-08,2014-12-08,ENX FP,Euronext NV,119.269,4.2108,23.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.739130378,2.478260756,"ABN Amro Bank NV, JP Morgan, Societe Generale",Stocks,2125.8153,4.124602702394161,"ABN Amro Bank NV, JP Morgan, Societe Generale"
ATL IM,2014-12-04,2014-12-05,2014-12-04,2014-12-05,ATL IM,Atlantia SpA,275.962,11.6,19.26,"ADDL,Secondary Share Offering",0.0,3.167184591,2.440289497,"Intesa Sanpaolo, Bank of America Merrill Lynch",Stocks,20182.677,46.027104943592235,"Intesa Sanpaolo, Bank of America Merrill Lynch"
BTG LN,2014-12-04,2014-12-08,2014-12-04,2014-12-08,BTG LN,BTG PLC,235.125,18.8679,795.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-0.06289308518,-0.880503118,"Deutsche Bank, JP Morgan",Stocks,4527.1592,9.615171034853766,"Deutsche Bank, JP Morgan"
1620741D LN,2014-12-04,2014-12-10,2014-12-04,2014-12-10,1620741D LN,BGEO Group Ltd,113.982,3.5909,2025.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,1.283950567,-3.753086329,"Citi, Numis, RBC Capital Markets",Stocks,1252.9699,3.4724943204931056,"Citi, Numis, RBC Capital Markets"
ONTEX BB,2014-12-03,2014-12-04,2014-12-03,2014-12-04,ONTEX BB,Ontex Group NV,426.368,16.5,21.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,4.309523582,4.761904716,"Bank of America Merrill Lynch, Goldman Sachs, UBS",Stocks,1883.7845,2.2299371196020723,"Bank of America Merrill Lynch, Goldman Sachs, UBS"
ISS DC,2014-12-02,2014-12-03,2014-12-02,2014-12-03,ISS DC,ISS A/S,674.18,25.0,162.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,3.271605015,2.592592478,"Goldman Sachs, Barclays, Danske Bank",Stocks,5229.4815,15.045168673855855,"Goldman Sachs, Barclays, Danske Bank"
JE/ LN,2014-12-02,2014-12-03,2014-12-02,2014-12-03,JE/ LN,Just Eat PLC,217.709,43.5,320.0,"ADDL,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,-3.1875,-3.90625,"Goldman Sachs, JP Morgan",Stocks,3013.1909,5.975812301389904,"Goldman Sachs, JP Morgan"
NXI FP,2014-12-02,2014-12-03,2014-12-02,2014-12-03,NXI FP,Nexity SA,80.9301,2.2,29.7,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.683499098,2.693599939,Societe Generale,Stocks,2080.3657,2.7130002443688066,Societe Generale
RBS LN,2014-11-25,2014-12-01,2014-11-25,2014-12-01,RBS LN,Royal Bank of Scotland Group P,100.525,16.7804,381.398,"ADDL,Primary Share Offering",0.0,1.442584753,3.513911724,,Stocks,69591.2608,68.26957760773588,
DRI GR,2014-11-24,2014-11-24,2014-11-24,2014-11-24,DRI GR,1&1 Drillisch AG,177.33,5.189,27.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Private Placement",0.0,2.363636255,3.141818285,Joh Berenberg Gossler & Co KG,Stocks,1863.9633,12.565910946535471,Joh Berenberg Gossler & Co KG
TCAP LN,2014-11-21,2014-11-26,2014-11-21,2014-11-26,TCAP LN,TP ICAP PLC,50.3144,12.9628,248.0,"ADDL,Primary Share Offering",0.0,3.225806475,2.822580576,HSBC,Stocks,863.8885,1.421286820075583,HSBC
TWEKA NA,2014-11-20,2014-11-20,2014-11-20,2014-11-20,TWEKA NA,TKH Group NV,94.0417,3.0612,24.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1291.09,3.265306234,2.693877459,"ABN Amro Bank NV, Rabobank",Stocks,1291.09,3.1520788121783396,"ABN Amro Bank NV, Rabobank"
BBVA SM,2014-11-19,2014-11-24,2014-11-19,2014-11-24,BBVA SM,Banco Bilbao Vizcaya Argentari,2510.0,242.424,8.25,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",0.0,2.787878752,3.624242306,"Bank of America Merrill Lynch, Morgan Stanley",Stocks,64310.7286,516.4407900074996,"Bank of America Merrill Lynch, Morgan Stanley"
INF LN,2014-11-18,2014-11-20,2014-11-18,2014-11-20,INF LN,Informa PLC,323.914,45.0,460.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",0.0,0.7608695626,0.1086956486,"Barclays, Bank of America Merrill Lynch",Stocks,4437.9418,9.065220150099833,"Barclays, Bank of America Merrill Lynch"
CRST LN,2014-11-18,2014-11-19,2014-11-18,2014-11-19,CRST LN,Crest Nicholson Holdings plc,129.805,25.368,327.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S",0.0,2.538226366,4.220183372,"Barclays, Deutsche Bank",Stocks,1314.0887,2.6754672939379054,"Barclays, Deutsche Bank"
ATCT NA,2014-11-17,2014-11-17,2014-11-17,2014-11-17,ATCT NA,Altice SA,420.12,7.5,45.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,2.422222137,2.799999952,"Goldman Sachs, JP Morgan",Stocks,14772.2231,7.683514190829281,"Goldman Sachs, JP Morgan"
SLHN SW,2014-11-13,2014-11-14,2014-11-13,2014-11-14,SLHN SW,Swiss Life Holding AG,363.407,1.6149,217.0,"ADDL,Secondary Share Offering,Block",7256.69,-0.1843318045,0.1843318045,Deutsche Bank,Stocks,7256.69,22.331785068414614,Deutsche Bank
JE/ LN,2014-11-12,2014-11-12,2014-11-12,2014-11-12,JE/ LN,Just Eat PLC,57.8492,12.5,293.0,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild,REG S,Rule 144A",2627.74,9.795222282,9.215017319,Jefferies,Stocks,2627.74,5.627118825837875,Jefferies
ESNT LN,2014-11-12,2014-11-14,2014-11-12,2014-11-14,ESNT LN,Essentra PLC,266.64,23.6598,713.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,6.306937695,6.867554188,Deutsche Bank,Stocks,2749.3874,4.748918372908874,Deutsche Bank
KGX GR,2014-11-10,2014-11-11,2014-11-10,2014-11-11,KGX GR,KION Group AG,289.301,8.0,29.1,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3587.13,-1.192441106,-2.233678341,Goldman Sachs,Stocks,3587.13,4.220300223513853,Goldman Sachs
CWC LN,2014-11-06,2014-11-11,2014-11-06,2014-11-11,CWC LN,Cable & Wireless Communication,180.204,252.812,45.0,"ADDL,Primary Share Offering,REG S,Rule 144A",2081.17,5.222222328,5.933333397,Deutsche Bank,Stocks,2081.17,5.2194739000725505,Deutsche Bank
TELIA SS,2014-11-05,2014-11-05,2014-11-05,2014-11-05,TELIA SS,Telia Co AB,684.292,100.0,50.42,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit,REG S",29630.6,,,,Stocks,29630.6,60.06672923561816,
ELE SM,2014-11-05,2014-11-21,2014-11-05,2014-11-21,ELE SM,Endesa SA,3913.68,201.8,13.5,"ADDL,Secondary Share Offering",3928.41,7.333333492,10.29629612,"Banco Bilbao Vizcaya Argentaria, Banco Santander, Credit Suisse, Goldman Sachs, JP Morgan, Morgan Stanley, UBS",Stocks,3928.41,29.560441710760486,"Banco Bilbao Vizcaya Argentaria, Banco Santander, Credit Suisse, Goldman Sachs, JP Morgan, Morgan Stanley, UBS"
KU2 GR,2014-11-05,2014-11-10,2014-11-05,2014-11-10,KU2 GR,KUKA AG,109.739,1.7928,49.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,12.69387722,11.37755108,,Stocks,2227.4109,11.397808890965457,
VNA GR,2014-11-05,2014-11-12,2014-11-05,2014-11-12,VNA GR,Vonovia SE,563.139,19.6,23.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",7186.53,8.413043022,7.882608891,"Barclays, JP Morgan",Stocks,7186.53,9.691246872613592,"Barclays, JP Morgan"
ARCAD NA,2014-11-03,2014-11-06,2014-11-03,2014-11-06,ARCAD NA,Arcadis NV,216.957,7.5554,23.0,"ADDL,Primary Share Offering,Best Efforts,Accelerated Bookbuild",0.0,3.913043499,4.847826004,"BNP Paribas, HSBC, ING Groep",Stocks,2295.0174,5.642662811831953,"BNP Paribas, HSBC, ING Groep"
MERL LN,2014-10-29,2014-10-30,2014-10-29,2014-10-30,MERL LN,Merlin Entertainments PLC,421.234,75.0,349.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,0.573065877,1.002865314,Citi,Stocks,5840.4889,5.330350316690433,Citi
LEG GR,2014-10-09,2014-10-09,2014-10-09,2014-10-09,LEG GR,LEG Immobilien AG,410.132,6.4659,50.0,"ADDL,Primary Share Offering,Secondary Share Offering,Block",0.0,1.879999995,4.519999981,"Deutsche Bank, Goldman Sachs",Stocks,3231.8113,6.685913376664366,"Deutsche Bank, Goldman Sachs"
KWE LN,2014-10-02,2014-10-08,2014-10-02,2014-10-08,KWE LN,Kennedy Wilson Europe Real Est,162.153,9.9824,1006.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,5.864810944,4.373757362,"Bank of America Merrill Lynch, Davy, Deutsche Bank, JP Morgan",Stocks,1713.8184,1.9108997167057467,"Bank of America Merrill Lynch, Davy, Deutsche Bank, JP Morgan"
ORA FP,2014-09-30,2014-10-01,2014-09-30,2014-10-01,ORA FP,Orange SA,737.287,50.328,11.6,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",38743.9,-1.724141121,-4.008624077,"BNP Paribas, Goldman Sachs",Stocks,38743.9,97.78498286179226,"BNP Paribas, Goldman Sachs"
AMS SM,2014-09-30,2014-10-01,2014-09-30,2014-10-01,AMS SM,Amadeus IT Group SA,490.004,13.4722,28.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild",16254.1,0.4861137867,-0.3993029296,"Barclays, Goldman Sachs",Stocks,16254.1,74.32464718336087,"Barclays, Goldman Sachs"
RBS LN,2014-09-30,2014-10-06,2014-09-30,2014-10-06,RBS LN,Royal Bank of Scotland Group P,137.862,23.8838,355.89,"ADDL,Primary Share Offering",0.0,4.358083725,3.880408287,,Stocks,68207.2118,66.69598417742932,
MDC LN,2014-09-29,2014-09-29,2014-09-29,2014-09-29,MDC LN,Mediclinic International PLC,81.32,5.0,1000.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Rule 144A",0.0,1.799999952,1.799999952,Goldman Sachs,Stocks,2069.8753,1.395563637948402,Goldman Sachs
TSB LN,2014-09-25,2014-09-26,2014-09-25,2014-09-26,TSB LN,TSB Banking Group PLC,262.478,57.5,280.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2274.02,0.1785714328,0.0,UBS,Stocks,2274.02,5.359074233428018,UBS
RXL FP,2014-09-22,2014-09-22,2014-09-22,2014-09-22,RXL FP,Rexel SA,412.02,20.9178,15.35,"ADDL,Secondary Share Offering,Accelerated Bookbuild",5781.11,-2.485144705e-06,-0.1302956343,"JP Morgan, Societe Generale",Stocks,5781.11,13.08453339692753,"JP Morgan, Societe Generale"
GTT FP,2014-09-22,2014-09-23,2014-09-22,2014-09-23,GTT FP,Gaztransport Et Technigaz SA,121.006,2.0,47.15,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",2241.22,-3.966068745,-3.096503735,Societe Generale,Stocks,2241.22,1.624736870807689,Societe Generale
GMD LN,2014-09-18,2014-09-18,2014-09-18,2014-09-18,GMD LN,GAME Digital PLC,95.8464,22.5,260.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.461538553,2.307692289,Liberum Capital Ltd,Stocks,746.455,1.0800935627055197,Liberum Capital Ltd
UTDI GR,2014-09-15,2014-09-16,2014-09-15,2014-09-16,UTDI GR,United Internet AG,455.206,11.0,32.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.265625,3.0,JP Morgan,Stocks,8479.771,17.46616951823138,JP Morgan
AMS SM,2014-09-08,2014-09-10,2014-09-08,2014-09-10,AMS SM,Amadeus IT Group SA,162.092,4.4758,28.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",16187.4,1.089285731,1.142857194,Societe Generale,Stocks,16187.4,103.15966229918905,Societe Generale
SGRE SM,2014-09-08,2014-09-09,2014-09-08,2014-09-09,SGRE SM,Siemens Gamesa Renewable Energ,305.527,25.4,9.3,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-0.9677439928,0.5376323462,"Bank of America Merrill Lynch, Citi",Stocks,3203.2428,37.80100491874012,"Bank of America Merrill Lynch, Citi"
ISS DC,2014-09-08,2014-09-09,2014-09-08,2014-09-09,ISS DC,ISS A/S,888.622,31.0,165.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",5316.02,0.1212121248,0.3030303121,"Goldman Sachs, Nordea Bank Abp, UBS",Stocks,5316.02,5.281490793586017,"Goldman Sachs, Nordea Bank Abp, UBS"
LSE LN,2014-09-05,2014-09-05,2014-09-05,2014-09-05,LSE LN,London Stock Exchange Group PL,280.008,8.5,2020.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",8980.03,0.6435643435,1.534653425,Nomura,Stocks,8980.03,14.004216775467707,Nomura
ABG/P SM,2014-09-04,2014-09-05,2014-09-04,2014-09-05,ABG/P SM,Abengoa SA,210.305,35.7,4.55,"ADDL,Secondary Share Offering,Accelerated Bookbuild",4450.75,-0.2197844088,-1.538465619,Citi,Stocks,4450.75,63.731587455805204,Citi
FOXT LN,2014-09-04,2014-09-05,2014-09-04,2014-09-05,FOXT LN,Foxtons Group PLC,77.7701,20.5,232.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1067.69,-0.1724137962,-0.5172413588,"Credit Suisse, Numis",Stocks,1067.69,5.293554690937597,"Credit Suisse, Numis"
CTT PL,2014-09-04,2014-09-05,2014-09-04,2014-09-05,CTT PL,CTT-Correios de Portugal SA,443.551,47.2538,7.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",1408.42,2.31724143,3.172413826,"Caixa Banco de Investimento SA, JP Morgan",Stocks,1408.42,4.3763581388356645,"Caixa Banco de Investimento SA, JP Morgan"
ADEN SW,2014-09-03,2014-09-04,2014-09-03,2014-09-04,ADEN SW,Adecco Group AG,252.462,3.3603,69.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",13266.7,1.521739125,2.101449251,Credit Suisse,Stocks,13266.7,62.182092293451106,Credit Suisse
BOSS GR,2014-09-02,2014-09-03,2014-09-02,2014-09-03,BOSS GR,HUGO BOSS AG,1052.43,7.9,101.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",9390.03,-0.6995074153,-0.2068965584,"Bank of America Merrill Lynch, Citi",Stocks,9390.03,14.594451235690565,"Bank of America Merrill Lynch, Citi"
BOK LN,2014-09-02,2014-09-02,2014-09-02,2014-09-02,BOK LN,Booker Group Ltd,322.759,156.622,125.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.0,0.8000000119,JP Morgan,Stocks,3889.9842,4.625691570732453,JP Morgan
PFG LN,2014-08-14,2014-08-19,2014-08-14,2014-08-19,PFG LN,Provident Financial PLC,200.231,5.9113,2030.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,4.92610836,3.69458127,JP Morgan,Stocks,4845.3061,8.190891767957167,JP Morgan
SVI LN,2014-08-14,2014-08-14,2014-08-14,2014-08-14,SVI LN,Sole Realisation Co Plc,78.0905,12.0,390.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,4.794871807,5.128205299,JP Morgan,Stocks,1502.185,3.1038748716482747,JP Morgan
RHK GR,2014-08-11,2014-08-11,2014-08-11,2014-08-11,RHK GR,RHOEN-KLINIKUM AG,87.7352,2.913,22.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",4162.38,1.288888931,0.8222222328,"Goldman Sachs, Joh Berenberg Gossler & Co KG",Stocks,4162.38,10.204867982689619,"Goldman Sachs, Joh Berenberg Gossler & Co KG"
PDL LN,2014-07-29,2014-07-29,2014-07-29,2014-07-29,PDL LN,Petra Diamonds Ltd,138.392,43.0,190.0,"ADDL,Secondary Share Offering",0.0,4.736842155,3.947368383,RBC Capital Markets,Stocks,1734.059,3.5122723147277237,RBC Capital Markets
SKY LN,2014-07-25,2014-07-30,2014-07-25,2014-07-30,SKY LN,Sky Ltd,2304.85,156.132,870.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,1.034482718,1.034482718,"Barclays, Morgan Stanley",Stocks,23190.8942,47.00596259616909,"Barclays, Morgan Stanley"
BES PL,2014-07-14,2014-07-14,2014-07-14,2014-07-14,BES PL,Banco Espirito Santo SA,130.164,281.248,0.34,"ADDL,Secondary Share Offering",2603.25,28.52941132,11.7647047,Nomura,Stocks,2603.25,65.06052770827542,Nomura
IDR SM,2014-07-14,2014-07-15,2014-07-14,2014-07-15,IDR SM,Indra Sistemas SA,104.776,6.5677,11.72,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2609.47,-0.1279886216,1.322523236,UBS,Stocks,2609.47,16.355296816536665,UBS
RIB GR,2014-07-14,2014-07-15,2014-07-14,2014-07-15,RIB GR,RIB Software SE,99.9036,5.8715,12.5,"ADDL,Primary Share Offering,Secondary Share Offering",0.0,-2.0,-4.679999828,Joh Berenberg Gossler & Co KG,Stocks,695.1055,1.140217159620155,Joh Berenberg Gossler & Co KG
LSE LN,2014-07-09,2014-07-10,2014-07-09,2014-07-10,LSE LN,London Stock Exchange Group PL,446.056,13.6,1915.0,"ADDL,Secondary Share Offering,Block,Government Exit",8929.54,-0.9921671152,0.0,"Citi, Bank of America Merrill Lynch",Stocks,8929.54,15.704804307038543,"Citi, Bank of America Merrill Lynch"
G IM,2014-07-07,2014-07-08,2014-07-07,2014-07-08,G IM,Assicurazioni Generali SpA,636.09,29.7775,15.7,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",33260.0,-0.7643300295,-0.7006357312,Bank of America Merrill Lynch,Stocks,33260.0,133.01192385327386,Bank of America Merrill Lynch
GRG LN,2014-07-07,2014-07-08,2014-07-07,2014-07-08,GRG LN,Greggs PLC,50.5529,5.5007,536.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.304753065,-0.745573163,UBS,Stocks,978.1659,1.4525716232301085,UBS
RBS LN,2014-07-03,2014-07-09,2014-07-03,2014-07-09,RBS LN,Royal Bank of Scotland Group P,87.455,15.5058,328.91,"ADDL,Primary Share Offering",0.0,-3.59064889,-4.259524822,,Stocks,65056.2258,50.913712872122055,
ACX SM,2014-07-03,2014-07-04,2014-07-03,2014-07-04,ACX SM,Acerinox SA,136.419,7.7143,13.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",4543.19,-0.5,-1.384615421,UBS,Stocks,4543.19,16.856982431804017,UBS
RHK GR,2014-06-30,2014-06-30,2014-06-30,2014-06-30,RHK GR,RHOEN-KLINIKUM AG,219.15,6.9,23.2,"ADDL,Secondary Share Offering,Bought Deal",4389.34,2.543100119,2.15516901,Joh Berenberg Gossler & Co KG,Stocks,4389.34,9.263655183282053,Joh Berenberg Gossler & Co KG
IMG LN,2014-06-26,2014-06-27,2014-06-26,2014-06-27,IMG LN,Imagination Technologies Group,87.2275,25.0,205.0,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild",934.024,6.146341324,2.975609779,"Credit Suisse, Jefferies, JP Morgan",Stocks,934.024,4.943051546535122,"Credit Suisse, Jefferies, JP Morgan"
OTELLO NO,2014-06-26,2014-06-27,2014-06-26,2014-06-27,OTELLO NO,Otello Corp ASA,130.348,10.0,80.0,"ADDL,Primary Share Offering",1860.49,1.8125,2.25,"ABG Sundal Collier Asa, DNB ASA, Goldman Sachs, Morgan Stanley",Stocks,1860.49,3.8235451717239424,"ABG Sundal Collier Asa, DNB ASA, Goldman Sachs, Morgan Stanley"
ENGI FP,2014-06-24,2014-06-25,2014-06-24,2014-06-25,ENGI FP,Engie SA,2056.39,75.0,20.18,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",66403.8,1.214071751,0.3716535866,"Bank of America Merrill Lynch, Citi, Goldman Sachs, Societe Generale",Stocks,66403.8,142.24626104249631,"Bank of America Merrill Lynch, Citi, Goldman Sachs, Societe Generale"
IPH FP,2014-06-24,2014-06-24,2014-06-24,2014-06-24,IPH FP,Innate Pharma SA,67.935,6.25,8.0,"ADDL,Primary Share Offering",0.0,15.5,12.0,,Stocks,581.4042,10.481938835302131,
ATCT NA,2014-06-23,2014-06-24,2014-06-23,2014-06-24,ATCT NA,Altice SA,1238.75,17.9,50.9,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",15417.7,0.9037297964,0.1768142879,"Deutsche Bank, Goldman Sachs",Stocks,15417.7,25.869149968344438,"Deutsche Bank, Goldman Sachs"
MONC IM,2014-06-19,2014-06-20,2014-06-19,2014-06-20,MONC IM,Moncler SpA,292.354,17.8268,12.04,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",4088.78,0.08305679262,-1.162790418,UBS,Stocks,4088.78,12.026598064183881,UBS
SAL IM,2014-06-17,2014-06-25,2014-06-17,2014-06-25,SAL IM,Salini Impregilo SpA,762.974,138.74,3.7,"ADDL,Primary Share Offering,Secondary Share Offering,REG S,Rule 144A",0.0,-0.5405418277,-0.5405418277,"Intesa Sanpaolo, BNP Paribas, Equita SIM SpA, Goldman Sachs, Mediobanca, Natixis, UniCredit",Stocks,2326.6616,1.8472583840517254,"Intesa Sanpaolo, BNP Paribas, Equita SIM SpA, Goldman Sachs, Mediobanca, Natixis, UniCredit"
MERL LN,2014-06-12,2014-06-13,2014-06-12,2014-06-13,MERL LN,Merlin Entertainments PLC,615.356,100.0,366.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Block",6293.14,-2.049180269,-2.049180269,"Deutsche Bank, Morgan Stanley",Stocks,6293.14,2.0289406306996405,"Deutsche Bank, Morgan Stanley"
FPM LN,2014-06-12,2014-06-18,2014-06-12,2014-06-18,FPM LN,Faroe Petroleum PLC,109.291,54.17,120.0,"ADDL,Primary Share Offering,Best Efforts,Sub Sector Flag",543.479,5.833333492,3.541666746,"Stifel, Panmure Gordon, Pareto Securities, RBC Capital Markets",Stocks,543.479,1.2897935950347115,"Stifel, Panmure Gordon, Pareto Securities, RBC Capital Markets"
